0,0,0,-0.182890855,-0.088495575,-0.315634218,-0.259587021,-0.389380531,-0.412979351,-0.445427729,-0.533923304,-0.238938053,-0.510324484,-0.297935103,-0.702064897,-0.342182891,-0.814159292,-0.380530973,-0.91740413,-0.150442478,-0.539823009,-0.221238938,-0.752212389,-0.271386431,-0.8820059,-0.321533923,-1,-0.056047198,-0.536873156,-0.120943953,-0.728613569,-0.16519174,-0.843657817,-0.212389381,-0.94100295,0.050147493,-0.501474926,0.01179941,-0.660766962,-0.014749263,-0.755162242,-0.044247788,-0.840707965
0,0,0,-0.184615385,-0.095384615,-0.323076923,-0.264615385,-0.390769231,-0.421538462,-0.443076923,-0.547692308,-0.227692308,-0.510769231,-0.295384615,-0.707692308,-0.335384615,-0.824615385,-0.369230769,-0.929230769,-0.135384615,-0.541538462,-0.203076923,-0.756923077,-0.243076923,-0.886153846,-0.283076923,-1,-0.036923077,-0.532307692,-0.095384615,-0.726153846,-0.132307692,-0.843076923,-0.166153846,-0.944615385,0.073846154,-0.492307692,0.043076923,-0.64,0.024615385,-0.729230769,0.006153846,-0.806153846
0,0,0,-0.195783133,-0.078313253,-0.36746988,-0.210843373,-0.496987952,-0.310240964,-0.611445783,-0.38253012,-0.265060241,-0.5,-0.376506024,-0.68373494,-0.445783133,-0.792168675,-0.503012048,-0.891566265,-0.168674699,-0.542168675,-0.262048193,-0.756024096,-0.319277108,-0.885542169,-0.364457831,-1,-0.063253012,-0.542168675,-0.126506024,-0.743975904,-0.165662651,-0.86746988,-0.204819277,-0.978915663,0.057228916,-0.509036145,0.054216867,-0.665662651,0.057228916,-0.762048193,0.063253012,-0.855421687
0,0,0,-0.17888563,-0.085043988,-0.337243402,-0.225806452,-0.451612903,-0.346041056,-0.551319648,-0.448680352,-0.255131965,-0.498533724,-0.372434018,-0.677419355,-0.442815249,-0.785923754,-0.492668622,-0.88856305,-0.158357771,-0.548387097,-0.246334311,-0.75659824,-0.296187683,-0.88856305,-0.33431085,-1,-0.046920821,-0.545454545,-0.076246334,-0.747800587,-0.08797654,-0.876832845,-0.096774194,-0.985337243,0.070381232,-0.504398827,0.096774194,-0.659824047,0.120234604,-0.762463343,0.140762463,-0.856304985
0,0,0,-0.182608696,-0.084057971,-0.330434783,-0.243478261,-0.426086957,-0.382608696,-0.501449275,-0.501449275,-0.252173913,-0.498550725,-0.336231884,-0.689855072,-0.391304348,-0.802898551,-0.434782609,-0.910144928,-0.162318841,-0.539130435,-0.246376812,-0.747826087,-0.301449275,-0.88115942,-0.347826087,-1,-0.060869565,-0.536231884,-0.130434783,-0.730434783,-0.168115942,-0.855072464,-0.205797101,-0.95942029,0.055072464,-0.504347826,0.04057971,-0.657971014,0.034782609,-0.756521739,0.028985507,-0.846376812
0,0,0,-0.221014493,-0.076086957,-0.405797101,-0.224637681,-0.528985507,-0.365942029,-0.619565217,-0.481884058,-0.336956522,-0.481884058,-0.452898551,-0.677536232,-0.518115942,-0.793478261,-0.56884058,-0.898550725,-0.239130435,-0.528985507,-0.351449275,-0.75,-0.416666667,-0.887681159,-0.463768116,-1,-0.130434783,-0.539855072,-0.217391304,-0.742753623,-0.264492754,-0.862318841,-0.300724638,-0.963768116,0,-0.518115942,-0.028985507,-0.666666667,-0.043478261,-0.760869565,-0.050724638,-0.844202899
0,0,0,-0.201365188,-0.085324232,-0.341296928,-0.259385666,-0.42662116,-0.412969283,-0.505119454,-0.5221843,-0.249146758,-0.501706485,-0.327645051,-0.692832765,-0.38225256,-0.80887372,-0.419795222,-0.911262799,-0.156996587,-0.539249147,-0.235494881,-0.750853242,-0.283276451,-0.887372014,-0.324232082,-1,-0.051194539,-0.535836177,-0.116040956,-0.733788396,-0.150170648,-0.85665529,-0.180887372,-0.962457338,0.068259386,-0.501706485,0.054607509,-0.648464164,0.051194539,-0.744027304,0.04778157,-0.825938567
0,0,0,-0.204225352,-0.063380282,-0.373239437,-0.221830986,-0.468309859,-0.373239437,-0.549295775,-0.492957746,-0.299295775,-0.503521127,-0.39084507,-0.690140845,-0.450704225,-0.799295775,-0.507042254,-0.901408451,-0.204225352,-0.545774648,-0.306338028,-0.757042254,-0.36971831,-0.89084507,-0.426056338,-1,-0.095070423,-0.552816901,-0.183098592,-0.75,-0.228873239,-0.873239437,-0.274647887,-0.978873239,0.028169014,-0.528169014,0.003521127,-0.686619718,-0.007042254,-0.788732394,-0.017605634,-0.876760563
0,0,0,-0.211267606,-0.080985915,-0.362676056,-0.253521127,-0.454225352,-0.404929577,-0.535211268,-0.514084507,-0.271126761,-0.503521127,-0.355633803,-0.693661972,-0.411971831,-0.806338028,-0.457746479,-0.908450704,-0.176056338,-0.542253521,-0.264084507,-0.753521127,-0.320422535,-0.887323944,-0.366197183,-1,-0.070422535,-0.542253521,-0.144366197,-0.73943662,-0.183098592,-0.862676056,-0.221830986,-0.968309859,0.045774648,-0.51056338,0.035211268,-0.661971831,0.028169014,-0.757042254,0.024647887,-0.845070423
0,0,0,-0.208333333,-0.079861111,-0.361111111,-0.25,-0.458333333,-0.395833333,-0.534722222,-0.503472222,-0.263888889,-0.5,-0.350694444,-0.690972222,-0.409722222,-0.802083333,-0.454861111,-0.902777778,-0.170138889,-0.538194444,-0.260416667,-0.753472222,-0.315972222,-0.885416667,-0.361111111,-1,-0.065972222,-0.541666667,-0.135416667,-0.736111111,-0.177083333,-0.861111111,-0.215277778,-0.965277778,0.052083333,-0.510416667,0.038194444,-0.663194444,0.034722222,-0.756944444,0.027777778,-0.847222222
